checkpoint,index,iteration,metric,spatial_distance,value,error
1499,0,1499,spatial_specificity,6.7082037925720215,0.8742895126342773,0.009919271804392338
1499,0,1499,spatial_specificity,7.0,0.876612663269043,0.008275230415165424
1499,0,1499,spatial_specificity,7.071067810058594,0.8726103901863098,0.009541265666484833
1499,0,1499,spatial_specificity,7.211102485656738,0.8674287796020508,0.010743794031441212
1499,0,1499,spatial_specificity,7.280109882354736,0.8713114857673645,0.009698082692921162
1499,0,1499,spatial_specificity,7.6157732009887695,0.866114616394043,0.010682577267289162
1499,0,1499,spatial_specificity,7.8102498054504395,0.8602131605148315,0.011377858929336071
1499,0,1499,spatial_specificity,8.0,0.8681015968322754,0.008818241767585278
1499,0,1499,spatial_specificity,8.062257766723633,0.8630911111831665,0.010417177341878414
1499,0,1499,spatial_specificity,8.246211051940918,0.863038182258606,0.010547523386776447
1499,0,1499,spatial_specificity,8.485280990600586,0.8531954884529114,0.011668742634356022
1499,0,1499,spatial_specificity,8.5440034866333,0.8582607507705688,0.011473722755908966
1499,0,1499,spatial_specificity,8.602325439453125,0.8531309366226196,0.011849131435155869
1499,0,1499,spatial_specificity,8.9442720413208,0.8525069952011108,0.012117810547351837
1499,0,1499,spatial_specificity,9.0,0.8601548075675964,0.009192650206387043
1499,0,1499,spatial_specificity,9.05538558959961,0.8585612177848816,0.010100415907800198
1499,0,1499,spatial_specificity,9.219544410705566,0.8509334325790405,0.011526858434081078
1499,0,1499,spatial_specificity,9.433980941772461,0.8463476896286011,0.01252279244363308
1499,0,1499,spatial_specificity,9.486832618713379,0.8510026931762695,0.012101365253329277
1499,0,1499,spatial_specificity,9.848857879638672,0.8457683324813843,0.012683979235589504
1499,0,1499,spatial_specificity,9.899495124816895,0.8401430249214172,0.012336218729615211
1499,0,1499,spatial_specificity,10.0,0.8445770144462585,0.011492591351270676
1499,0,1499,spatial_specificity,10.049875259399414,0.8514695167541504,0.010435826145112514
1499,0,1499,spatial_specificity,10.198039054870605,0.8483160734176636,0.01176378969103098
1499,0,1499,spatial_specificity,10.29563045501709,0.8401540517807007,0.013147098012268543
1499,0,1499,spatial_specificity,10.440306663513184,0.8443886637687683,0.012568498030304909
1499,0,1499,spatial_specificity,10.630146026611328,0.8342707753181458,0.0130153214558959
1499,0,1499,spatial_specificity,10.770329475402832,0.8396428227424622,0.013237083330750465
1499,0,1499,spatial_specificity,10.816654205322266,0.8344817161560059,0.013523733243346214
1499,0,1499,spatial_specificity,11.0,0.8466498255729675,0.010076871141791344
1499,0,1499,spatial_specificity,11.045360565185547,0.8451253771781921,0.010873030871152878
1499,0,1499,spatial_specificity,11.180339813232422,0.8384004831314087,0.012804013676941395
1499,0,1499,spatial_specificity,11.313708305358887,0.8286714553833008,0.013410885818302631
1499,0,1499,spatial_specificity,11.401754379272461,0.8338209986686707,0.013351076282560825
1499,0,1499,spatial_specificity,11.661904335021973,0.8290352821350098,0.014102430082857609
1499,0,1499,spatial_specificity,11.704700469970703,0.8340440988540649,0.013768579810857773
1499,0,1499,spatial_specificity,12.0,0.8412853479385376,0.010525991208851337
1499,0,1499,spatial_specificity,12.041594505310059,0.8317673802375793,0.012478013522922993
1499,0,1499,spatial_specificity,12.083045959472656,0.8289169073104858,0.014245983213186264
1499,0,1499,spatial_specificity,12.16552448272705,0.836882472038269,0.012412868440151215
1499,0,1499,spatial_specificity,12.206555366516113,0.8238288164138794,0.014496563002467155
1499,0,1499,spatial_specificity,12.369317054748535,0.8332791328430176,0.013299631886184216
1499,0,1499,spatial_specificity,12.529964447021484,0.8237530589103699,0.014612538740038872
1499,0,1499,spatial_specificity,12.649110794067383,0.8288105130195618,0.014022798277437687
1499,0,1499,spatial_specificity,12.727921485900879,0.8184499740600586,0.014790690504014492
1499,0,1499,spatial_specificity,12.806248664855957,0.8186710476875305,0.014910847879946232
1499,0,1499,spatial_specificity,13.0,0.8282599449157715,0.012928621843457222
1499,0,1499,spatial_specificity,13.038405418395996,0.8271986842155457,0.012893818318843842
1499,0,1499,spatial_specificity,13.152946472167969,0.8323745727539062,0.01235827524214983
1499,0,1499,spatial_specificity,13.34166431427002,0.828581690788269,0.013279194943606853
1499,0,1499,spatial_specificity,13.416407585144043,0.8188174962997437,0.014938676729798317
1499,0,1499,spatial_specificity,13.45362377166748,0.8137418031692505,0.01540027093142271
1499,0,1499,spatial_specificity,13.601469993591309,0.8190525770187378,0.014749952591955662
1499,0,1499,spatial_specificity,13.892444610595703,0.8139443397521973,0.015515949577093124
1499,0,1499,spatial_specificity,13.928387641906738,0.8193668127059937,0.014750472269952297
1499,0,1499,spatial_specificity,14.0,0.8327264785766602,0.011162971146404743
1499,0,1499,spatial_specificity,14.03566837310791,0.8313562273979187,0.011728091165423393
1499,0,1499,spatial_specificity,14.142135620117188,0.8220754861831665,0.013395973481237888
1499,0,1499,spatial_specificity,14.21267032623291,0.8090914487838745,0.01601504534482956
1499,0,1499,spatial_specificity,14.317821502685547,0.8196120262145996,0.014168712310492992
1499,0,1499,spatial_specificity,14.422204971313477,0.8092123866081238,0.015976058319211006
1499,0,1499,spatial_specificity,14.560219764709473,0.8203282356262207,0.014104403555393219
1499,0,1499,spatial_specificity,14.764822959899902,0.8097623586654663,0.0157273281365633
1499,0,1499,spatial_specificity,14.866068840026855,0.8101719617843628,0.015663644298911095
1499,0,1499,spatial_specificity,15.0,0.8128663897514343,0.013873842544853687
1499,0,1499,spatial_specificity,15.033296585083008,0.8273649215698242,0.012059821747243404
1499,0,1499,spatial_specificity,15.132745742797852,0.8245954513549805,0.012699877843260765
1499,0,1499,spatial_specificity,15.231546401977539,0.8109936714172363,0.015627801418304443
1499,0,1499,spatial_specificity,15.264337539672852,0.8050768971443176,0.01607337035238743
1499,0,1499,spatial_specificity,15.297059059143066,0.8210605382919312,0.013370764441788197
1499,0,1499,spatial_specificity,15.524174690246582,0.8170034289360046,0.014114180579781532
1499,0,1499,spatial_specificity,15.55634880065918,0.7999652624130249,0.01706288754940033
1499,0,1499,spatial_specificity,15.620499610900879,0.7999768257141113,0.016820991411805153
1499,0,1499,spatial_specificity,15.65247631072998,0.8062601089477539,0.016026359051465988
1499,0,1499,spatial_specificity,15.81138801574707,0.8064632415771484,0.01563291810452938
1499,0,1499,spatial_specificity,16.0,0.8246790766716003,0.011738534085452557
1499,0,1499,spatial_specificity,16.031219482421875,0.8234149217605591,0.012173369526863098
1499,0,1499,spatial_specificity,16.124515533447266,0.8113645315170288,0.014085563831031322
1499,0,1499,spatial_specificity,16.155494689941406,0.8077353239059448,0.0159246064722538
1499,0,1499,spatial_specificity,16.278820037841797,0.8068192601203918,0.015113390050828457
1499,0,1499,spatial_specificity,16.401220321655273,0.7960619330406189,0.017143553122878075
1499,0,1499,spatial_specificity,16.492422103881836,0.8134573101997375,0.01440981775522232
1499,0,1499,spatial_specificity,16.552946090698242,0.8032135963439941,0.01645033247768879
1499,0,1499,spatial_specificity,16.6433162689209,0.7969678640365601,0.016875525936484337
1499,0,1499,spatial_specificity,16.76305389404297,0.8090419769287109,0.015457935631275177
1499,0,1499,spatial_specificity,16.970561981201172,0.7915188074111938,0.018217964097857475
1499,0,1499,spatial_specificity,17.0,0.8062488436698914,0.014254921115934849
1499,0,1499,spatial_specificity,17.029386520385742,0.806113064289093,0.01405245065689087
1499,0,1499,spatial_specificity,17.0880069732666,0.8046677708625793,0.016159523278474808
1499,0,1499,spatial_specificity,17.11724281311035,0.8174773454666138,0.012824215926229954
1499,0,1499,spatial_specificity,17.20465087890625,0.7925130724906921,0.01758386753499508
1499,0,1499,spatial_specificity,17.262676239013672,0.8143224716186523,0.013711858540773392
1499,0,1499,spatial_specificity,17.464248657226562,0.8053345680236816,0.015562946908175945
1499,0,1499,spatial_specificity,17.492855072021484,0.7938470840454102,0.017483510076999664
1499,0,1499,spatial_specificity,17.69180679321289,0.7877817153930664,0.01858392544090748
1499,0,1499,spatial_specificity,17.72004508972168,0.8062480092048645,0.01575116068124771
1499,0,1499,spatial_specificity,17.804494857788086,0.7883347272872925,0.018402641639113426
1499,0,1499,spatial_specificity,17.8885440826416,0.7955392003059387,0.017370883375406265
1499,0,1499,spatial_specificity,18.0,0.8182085752487183,0.012270709499716759
1499,0,1499,spatial_specificity,18.027755737304688,0.8029915690422058,0.01487870141863823
1499,0,1499,spatial_specificity,18.11077117919922,0.8144798278808594,0.012985642068088055
1499,0,1499,spatial_specificity,18.248287200927734,0.8112562894821167,0.013848831877112389
1499,0,1499,spatial_specificity,18.357559204101562,0.7910764217376709,0.018123963847756386
1499,0,1499,spatial_specificity,18.384777069091797,0.7931432127952576,0.017559058964252472
1499,0,1499,spatial_specificity,18.439088821411133,0.7963707447052002,0.01650925725698471
1499,0,1499,spatial_specificity,18.601076126098633,0.7854212522506714,0.01909831538796425
1499,0,1499,spatial_specificity,18.681541442871094,0.8038555979728699,0.015884514898061752
1499,0,1499,spatial_specificity,18.788293838500977,0.7930872440338135,0.01779019646346569
1499,0,1499,spatial_specificity,18.867961883544922,0.7867117524147034,0.019097479060292244
1499,0,1499,spatial_specificity,18.973665237426758,0.7996163368225098,0.01659989170730114
1499,0,1499,spatial_specificity,19.0,0.8156277537345886,0.014023675583302975
1499,0,1499,spatial_specificity,19.02629852294922,0.8145503997802734,0.013933575712144375
1499,0,1499,spatial_specificity,19.10497283935547,0.7970662713050842,0.015587703324854374
1499,0,1499,spatial_specificity,19.209373474121094,0.7819563150405884,0.01991773024201393
1499,0,1499,spatial_specificity,19.235383987426758,0.7991870045661926,0.016108447685837746
1499,0,1499,spatial_specificity,19.313207626342773,0.7952569723129272,0.01743721403181553
1499,0,1499,spatial_specificity,19.416488647460938,0.7945352792739868,0.01722138375043869
1499,0,1499,spatial_specificity,19.646883010864258,0.8019403219223022,0.016470206901431084
1499,0,1499,spatial_specificity,19.697715759277344,0.7911290526390076,0.01851382665336132
1499,0,1499,spatial_specificity,19.72308349609375,0.7846345901489258,0.019885752350091934
1499,0,1499,spatial_specificity,19.79899024963379,0.7785296440124512,0.020799357444047928
1499,0,1499,spatial_specificity,19.84943389892578,0.7788421511650085,0.02069311961531639
1499,0,1499,spatial_specificity,19.92485809326172,0.7979615330696106,0.017611730843782425
1499,0,1499,spatial_specificity,20.0,0.7916570901870728,0.016990261152386665
1499,0,1499,spatial_specificity,20.02498435974121,0.8132680654525757,0.015846528112888336
1499,0,1499,spatial_specificity,20.099750518798828,0.8110125660896301,0.015909045934677124
1499,0,1499,spatial_specificity,20.124610900878906,0.7870296239852905,0.019609397277235985
1499,0,1499,spatial_specificity,20.2237491607666,0.8082596063613892,0.01648280769586563
1499,0,1499,spatial_specificity,20.248456954956055,0.7875837683677673,0.01953941024839878
1499,0,1499,spatial_specificity,20.39607810974121,0.8048223257064819,0.017130251973867416
1499,0,1499,spatial_specificity,20.51828384399414,0.7760732769966125,0.021611839532852173
1499,0,1499,spatial_specificity,20.59126091003418,0.7833187580108643,0.020643075928092003
1499,0,1499,spatial_specificity,20.615528106689453,0.789291501045227,0.01923578977584839
1499,0,1499,spatial_specificity,20.808650970458984,0.778307318687439,0.02192499116063118
1499,0,1499,spatial_specificity,20.880613327026367,0.7969538569450378,0.018909156322479248
1499,0,1499,spatial_specificity,21.0,0.8147150874137878,0.01826164312660694
1499,0,1499,spatial_specificity,21.02379608154297,0.8000470995903015,0.017920371145009995
1499,0,1499,spatial_specificity,21.095022201538086,0.7961812019348145,0.018535712733864784
1499,0,1499,spatial_specificity,21.189619064331055,0.7931846976280212,0.019597206264734268
1499,0,1499,spatial_specificity,21.21320343017578,0.7972602248191833,0.01837492175400257
1499,0,1499,spatial_specificity,21.260292053222656,0.7742816209793091,0.022582566365599632
1499,0,1499,spatial_specificity,21.3775577545166,0.8053099513053894,0.01886402815580368
1499,0,1499,spatial_specificity,21.40093421936035,0.7754515409469604,0.022860638797283173
1499,0,1499,spatial_specificity,21.470911026000977,0.7821506857872009,0.021761419251561165
1499,0,1499,spatial_specificity,21.540658950805664,0.7894137501716614,0.020752955228090286
1499,0,1499,spatial_specificity,21.587032318115234,0.8013643026351929,0.019625095650553703
1499,0,1499,spatial_specificity,21.63330841064453,0.7771223783493042,0.022924384102225304
1499,0,1499,spatial_specificity,21.840330123901367,0.7979824542999268,0.02028009481728077
1499,0,1499,spatial_specificity,21.931711196899414,0.7790325880050659,0.02262687124311924
1499,0,1499,spatial_specificity,21.954498291015625,0.7793498039245605,0.023010244593024254
1499,0,1499,spatial_specificity,22.0,0.817142128944397,0.021142682060599327
1499,0,1499,spatial_specificity,22.022714614868164,0.7948442101478577,0.019517410546541214
1499,0,1499,spatial_specificity,22.090721130371094,0.8137165307998657,0.0202208012342453
1499,0,1499,spatial_specificity,22.135944366455078,0.7945305705070496,0.021478621289134026
1499,0,1499,spatial_specificity,22.203603744506836,0.7930797338485718,0.020606782287359238
1499,0,1499,spatial_specificity,22.360679626464844,0.7957345247268677,0.021440723910927773
1499,0,1499,spatial_specificity,22.472204208374023,0.7843323349952698,0.023732304573059082
1499,0,1499,spatial_specificity,22.56102752685547,0.8053125143051147,0.021714743226766586
1499,0,1499,spatial_specificity,22.627416610717773,0.771634042263031,0.02564067393541336
1499,0,1499,spatial_specificity,22.671567916870117,0.7721610069274902,0.025758175179362297
1499,0,1499,spatial_specificity,22.803508758544922,0.7877920269966125,0.024149959906935692
1499,0,1499,spatial_specificity,22.825424194335938,0.7812445759773254,0.025705913081765175
1499,0,1499,spatial_specificity,22.847320556640625,0.78862065076828,0.024798983708024025
1499,0,1499,spatial_specificity,23.0,0.8218817710876465,0.025060048326849937
1499,0,1499,spatial_specificity,23.021728515625,0.7988103032112122,0.023425139486789703
1499,0,1499,spatial_specificity,23.086793899536133,0.8094127774238586,0.024549951776862144
1499,0,1499,spatial_specificity,23.194828033447266,0.8175158500671387,0.02578308992087841
1499,0,1499,spatial_specificity,23.25940704345703,0.7870758771896362,0.027790650725364685
1499,0,1499,spatial_specificity,23.323808670043945,0.7802717089653015,0.029134932905435562
1499,0,1499,spatial_specificity,23.345233917236328,0.7942163348197937,0.025984572246670723
1499,0,1499,spatial_specificity,23.409400939941406,0.7967172861099243,0.028316941112279892
1499,0,1499,spatial_specificity,23.430747985839844,0.7746411561965942,0.02999446541070938
1499,0,1499,spatial_specificity,23.53720474243164,0.8122096061706543,0.027481721714138985
1499,0,1499,spatial_specificity,23.600847244262695,0.7769806981086731,0.031230619177222252
1499,0,1499,spatial_specificity,23.706539154052734,0.7864936590194702,0.03175473213195801
1499,0,1499,spatial_specificity,23.769729614257812,0.8022955060005188,0.030272886157035828
1499,0,1499,spatial_specificity,23.853721618652344,0.7808113098144531,0.033200979232788086
1499,0,1499,spatial_specificity,24.0,0.831242561340332,0.031295839697122574
1499,0,1499,spatial_specificity,24.020824432373047,0.8300345540046692,0.03082658350467682
1499,0,1499,spatial_specificity,24.0416316986084,0.7973039150238037,0.03246171399950981
1499,0,1499,spatial_specificity,24.083189010620117,0.8033987879753113,0.03012213297188282
1499,0,1499,spatial_specificity,24.166091918945312,0.794802188873291,0.03514748439192772
1499,0,1499,spatial_specificity,24.1867733001709,0.8066652417182922,0.031217925250530243
1499,0,1499,spatial_specificity,24.207435607910156,0.7809330821037292,0.03701309114694595
1499,0,1499,spatial_specificity,24.3310489654541,0.8242164850234985,0.030548417940735817
1499,0,1499,spatial_specificity,24.351591110229492,0.805567741394043,0.03486930578947067
1499,0,1499,spatial_specificity,24.413110733032227,0.7841291427612305,0.03856182470917702
1499,0,1499,spatial_specificity,24.515300750732422,0.8216911554336548,0.03156797215342522
1499,0,1499,spatial_specificity,24.59674835205078,0.7948719263076782,0.03827045485377312
1499,0,1499,spatial_specificity,24.698179244995117,0.7969537973403931,0.03849256783723831
1499,0,1499,spatial_specificity,24.73863410949707,0.81928950548172,0.03314580023288727
1499,0,1499,spatial_specificity,24.75883674621582,0.7862059473991394,0.042851146310567856
1499,0,1499,spatial_specificity,24.83948516845703,0.7876265645027161,0.04338827729225159
1499,0,1499,spatial_specificity,25.0,0.811066746711731,0.03612617775797844
1499,0,1499,spatial_specificity,25.01999282836914,0.8406922221183777,0.03165305778384209
1499,0,1499,spatial_specificity,25.05992889404297,0.7966798543930054,0.041397880762815475
1499,0,1499,spatial_specificity,25.079872131347656,0.821876049041748,0.033590417355298996
1499,0,1499,spatial_specificity,25.179357528686523,0.8379851579666138,0.031523048877716064
1499,0,1499,spatial_specificity,25.238859176635742,0.7947827577590942,0.04462246969342232
1499,0,1499,spatial_specificity,25.298221588134766,0.8166069984436035,0.036986760795116425
1499,0,1499,spatial_specificity,25.317977905273438,0.8359652757644653,0.032499171793460846
1499,0,1499,spatial_specificity,25.455842971801758,0.7949507832527161,0.04928905516862869
1499,0,1499,spatial_specificity,25.495098114013672,0.8114412426948547,0.040322866290807724
1499,0,1499,spatial_specificity,25.553865432739258,0.8012722730636597,0.045084428042173386
1499,0,1499,spatial_specificity,25.612497329711914,0.7983119487762451,0.04943545162677765
1499,0,1499,spatial_specificity,25.63201141357422,0.8167742490768433,0.038732774555683136
1499,0,1499,spatial_specificity,25.709918975830078,0.8324128985404968,0.03432679548859596
1499,0,1499,spatial_specificity,25.806976318359375,0.8026917576789856,0.049541689455509186
1499,0,1499,spatial_specificity,25.942243576049805,0.8108549118041992,0.045538630336523056
1499,0,1499,spatial_specificity,25.961509704589844,0.8318108320236206,0.0353284552693367
1499,0,1499,spatial_specificity,26.0,0.8309070467948914,0.03546818345785141
1499,0,1499,spatial_specificity,26.019224166870117,0.8548423051834106,0.030085371807217598
1499,0,1499,spatial_specificity,26.076810836791992,0.830712616443634,0.03785279765725136
1499,0,1499,spatial_specificity,26.172504425048828,0.8281568288803101,0.04000983014702797
1499,0,1499,spatial_specificity,26.248809814453125,0.8194282650947571,0.044203002005815506
1499,0,1499,spatial_specificity,26.305892944335938,0.8519441485404968,0.031048445031046867
1499,0,1499,spatial_specificity,26.400758743286133,0.8167595863342285,0.0482734851539135
1499,0,1499,spatial_specificity,26.419689178466797,0.8177933692932129,0.049200788140296936
1499,0,1499,spatial_specificity,26.476404190063477,0.8510385751724243,0.03137826547026634
1499,0,1499,spatial_specificity,26.570661544799805,0.8340390920639038,0.038866255432367325
1499,0,1499,spatial_specificity,26.62705421447754,0.8174946904182434,0.052570048719644547
1499,0,1499,spatial_specificity,26.68332862854004,0.8510543704032898,0.03261372447013855
1499,0,1499,spatial_specificity,26.832815170288086,0.828549861907959,0.04726286977529526
1499,0,1499,spatial_specificity,26.870058059692383,0.817933201789856,0.05405018851161003
1499,0,1499,spatial_specificity,26.90724754333496,0.8180819749832153,0.053462736308574677
1499,0,1499,spatial_specificity,26.925825119018555,0.8380306959152222,0.04210419952869415
1499,0,1499,spatial_specificity,27.0,0.8705866932868958,0.025235122069716454
1499,0,1499,spatial_specificity,27.018512725830078,0.8451583981513977,0.037763919681310654
1499,0,1499,spatial_specificity,27.073972702026367,0.8687924742698669,0.026112092658877373
1499,0,1499,spatial_specificity,27.166154861450195,0.8682560324668884,0.02649596519768238
1499,0,1499,spatial_specificity,27.202939987182617,0.8392195701599121,0.04396394267678261
1499,0,1499,spatial_specificity,27.294689178466797,0.8528445363044739,0.03818434476852417
1499,0,1499,spatial_specificity,27.312999725341797,0.8421460390090942,0.044211965054273605
1499,0,1499,spatial_specificity,27.459060668945312,0.8478337526321411,0.037297919392585754
1499,0,1499,spatial_specificity,27.51363182067871,0.8525651693344116,0.036796893924474716
1499,0,1499,spatial_specificity,27.58622932434082,0.8239530920982361,0.05155465751886368
1499,0,1499,spatial_specificity,27.658634185791016,0.8476718068122864,0.04028166085481644
1499,0,1499,spatial_specificity,27.730850219726562,0.8443552255630493,0.044283486902713776
1499,0,1499,spatial_specificity,27.784889221191406,0.8405855894088745,0.04778493940830231
1499,0,1499,spatial_specificity,27.80287742614746,0.8353192210197449,0.05195033177733421
1499,0,1499,spatial_specificity,27.856775283813477,0.855832040309906,0.03948020190000534
1499,0,1499,spatial_specificity,27.89265251159668,0.8704543113708496,0.03249635919928551
1499,0,1499,spatial_specificity,28.0,0.8930929899215698,0.02538331225514412
1499,0,1499,spatial_specificity,28.017852783203125,0.8649042844772339,0.0358029305934906
1499,0,1499,spatial_specificity,28.07133674621582,0.8908469676971436,0.026445098221302032
1499,0,1499,spatial_specificity,28.160255432128906,0.8807919025421143,0.029111206531524658
1499,0,1499,spatial_specificity,28.17800521850586,0.8515714406967163,0.045892830938100815
1499,0,1499,spatial_specificity,28.231189727783203,0.8602585792541504,0.04204631224274635
1499,0,1499,spatial_specificity,28.284271240234375,0.8706258535385132,0.03242097049951553
1499,0,1499,spatial_specificity,28.301944732666016,0.8494840860366821,0.049191031605005264
1499,0,1499,spatial_specificity,28.319604873657227,0.8381605744361877,0.05174404755234718
1499,0,1499,spatial_specificity,28.42534065246582,0.8425828218460083,0.052321258932352066
1499,0,1499,spatial_specificity,28.44292640686035,0.8889254331588745,0.026937365531921387
1499,0,1499,spatial_specificity,28.460498809814453,0.8717114329338074,0.0346798337996006
1499,0,1499,spatial_specificity,28.60070037841797,0.8483567833900452,0.05100731551647186
1499,0,1499,spatial_specificity,28.635643005371094,0.8747442960739136,0.03411852940917015
1499,0,1499,spatial_specificity,28.65309715270996,0.8558667898178101,0.04642109200358391
1499,0,1499,spatial_specificity,28.792360305786133,0.8743140697479248,0.03536026552319527
1499,0,1499,spatial_specificity,28.844409942626953,0.8525319695472717,0.04900601878762245
1499,0,1499,spatial_specificity,28.861740112304688,0.8877339363098145,0.02712060511112213
1499,0,1499,spatial_specificity,29.0,0.8686614036560059,0.04269835725426674
1499,0,1499,spatial_specificity,29.017236709594727,0.9106659889221191,0.02352750487625599
1499,0,1499,spatial_specificity,29.068883895874023,0.8729199171066284,0.03800633177161217
1499,0,1499,spatial_specificity,29.120439529418945,0.8877202272415161,0.02764844335615635
1499,0,1499,spatial_specificity,29.15475845336914,0.8805198073387146,0.033508241176605225
1499,0,1499,spatial_specificity,29.20616340637207,0.8572885990142822,0.05021984875202179
1499,0,1499,spatial_specificity,29.27456283569336,0.9059342741966248,0.020854294300079346
1499,0,1499,spatial_specificity,29.4108829498291,0.8752962350845337,0.03756512328982353
1499,0,1499,spatial_specificity,29.42787742614746,0.904716432094574,0.020085059106349945
1499,0,1499,spatial_specificity,29.529645919799805,0.8700030446052551,0.0417834036052227
1499,0,1499,spatial_specificity,29.546573638916016,0.875713050365448,0.03580688312649727
1499,0,1499,spatial_specificity,29.614185333251953,0.903689444065094,0.021369267255067825
1499,0,1499,spatial_specificity,29.681644439697266,0.867511510848999,0.043455030769109726
1499,0,1499,spatial_specificity,29.698484420776367,0.8590521216392517,0.0497940257191658
1499,0,1499,spatial_specificity,29.73213768005371,0.8725587129592896,0.038474369794130325
1499,0,1499,spatial_specificity,29.832868576049805,0.8792202472686768,0.03499079495668411
1499,0,1499,spatial_specificity,29.96664810180664,0.8770225644111633,0.03654952347278595
1499,0,1499,spatial_specificity,30.0,0.878649890422821,0.03698146343231201
1499,0,1499,spatial_specificity,30.01666259765625,0.8889643549919128,0.028906596824526787
1499,0,1499,spatial_specificity,30.066593170166016,0.9147969484329224,0.011651108972728252
1499,0,1499,spatial_specificity,30.08321762084961,0.8876211047172546,0.025258073583245277
1499,0,1499,spatial_specificity,30.149627685546875,0.9125561118125916,0.011816278100013733
1499,0,1499,spatial_specificity,30.232433319091797,0.8682767152786255,0.04094786196947098
1499,0,1499,spatial_specificity,30.265491485595703,0.9107791781425476,0.0116938641294837
1499,0,1499,spatial_specificity,30.36445426940918,0.8921706676483154,0.023204313591122627
1499,0,1499,spatial_specificity,30.4138126373291,0.8789983987808228,0.03374022990465164
1499,0,1499,spatial_specificity,30.463092803955078,0.8856233358383179,0.0317528173327446
1499,0,1499,spatial_specificity,30.479501724243164,0.868912935256958,0.04279039427638054
1499,0,1499,spatial_specificity,30.528675079345703,0.8734192848205566,0.03961041569709778
1499,0,1499,spatial_specificity,30.594118118286133,0.9076354503631592,0.01278603170067072
1499,0,1499,spatial_specificity,30.610454559326172,0.8719978332519531,0.04070485383272171
1499,0,1499,spatial_specificity,30.675724029541016,0.8913722038269043,0.025289403274655342
1499,0,1499,spatial_specificity,30.805843353271484,0.8865339756011963,0.03166881576180458
1499,0,1499,spatial_specificity,30.870698928833008,0.8857159614562988,0.03178280219435692
1499,0,1499,spatial_specificity,30.886890411376953,0.8814006447792053,0.03575115278363228
1499,0,1499,spatial_specificity,31.0,0.9324867725372314,0.012988118454813957
1499,0,1499,spatial_specificity,31.016124725341797,0.9035487174987793,0.017787210643291473
1499,0,1499,spatial_specificity,31.048349380493164,0.9045991897583008,0.017228377982974052
1499,0,1499,spatial_specificity,31.064449310302734,0.8937828540802002,0.030940912663936615
1499,0,1499,spatial_specificity,31.11269760131836,0.8742045760154724,0.04173628240823746
1499,0,1499,spatial_specificity,31.14482307434082,0.8877204060554504,0.03457546606659889
1499,0,1499,spatial_specificity,31.240999221801758,0.8766128420829773,0.039137836545705795
1499,0,1499,spatial_specificity,31.256999969482422,0.926321804523468,0.010240491479635239
1499,0,1499,spatial_specificity,31.30495262145996,0.8845720291137695,0.0316261351108551
1499,0,1499,spatial_specificity,31.320920944213867,0.9034353494644165,0.02025853842496872
1499,0,1499,spatial_specificity,31.384708404541016,0.8889896869659424,0.030930303037166595
1499,0,1499,spatial_specificity,31.400636672973633,0.8911318182945251,0.032589737325906754
1499,0,1499,spatial_specificity,31.575305938720703,0.9212529063224792,0.012725926004350185
1499,0,1499,spatial_specificity,31.62277603149414,0.8882551193237305,0.03137196972966194
1499,0,1499,spatial_specificity,31.764760971069336,0.8888877630233765,0.03065820038318634
1499,0,1499,spatial_specificity,31.780498504638672,0.8977910876274109,0.025049176067113876
